,Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ind
53,53.0,1695553603017,-1.1357422,-0.3388672,-0.34960938,4.59375,11.96875,-2.25,0.0,0.0,0.0,53
54,54.0,1695553603057,-1.2529297,-0.37402344,-0.39453125,11.3125,19.21875,-9.21875,0.0,0.0,0.0,54
55,55.0,1695553603097,-1.3652344,-0.22851562,-0.47558594,10.34375,6.21875,-18.4375,0.0,0.0,0.0,55
56,56.0,1695553603137,-1.1611328,-0.09082031,-0.40234375,5.21875,-15.5,-4.53125,0.0,0.0,0.0,56
57,57.0,1695553603177,-1.0097656,-0.11230469,-0.35351562,4.4375,-42.0625,16.1875,0.0,0.0,0.0,57
58,58.0,1695553603217,-1.0107422,-0.140625,-0.34960938,10.59375,-62.0625,28.5,0.0,0.0,0.0,58
59,59.0,1695553603257,-0.9140625,-0.13183594,-0.23632812,16.6875,-71.03125,27.34375,0.0,0.0,0.0,59
60,60.0,1695553603297,-0.9970703,-0.14160156,-0.111328125,22.78125,-79.40625,22.65625,-95.375,-16.0,-128.625,60
61,61.0,1695553603337,-0.9765625,-0.18554688,-0.15527344,32.0,-73.40625,27.21875,0.0,0.0,0.0,61
62,62.0,1695553603377,-0.8925781,-0.09277344,-0.10644531,27.25,-55.46875,36.5,0.0,0.0,0.0,62
63,63.0,1695553603417,-0.9189453,-0.01171875,-0.053710938,13.8125,-49.3125,47.90625,0.0,0.0,0.0,63
64,64.0,1695553603457,-0.7714844,0.0009765625,-0.0146484375,-10.90625,-30.34375,49.6875,0.0,0.0,0.0,64
65,65.0,1695553603497,-0.7519531,-0.028320312,0.048828125,-21.40625,-11.46875,44.3125,0.0,0.0,0.0,65
66,66.0,1695553603537,-0.8076172,-0.032226562,0.07519531,-31.65625,8.5,35.875,0.0,0.0,0.0,66
67,67.0,1695553603577,-0.8144531,0.0029296875,0.078125,-21.15625,11.46875,29.125,0.0,0.0,0.0,67
68,68.0,1695553603617,-0.89453125,0.034179688,0.13085938,-14.4375,11.25,18.375,0.0,0.0,0.0,68
69,69.0,1695553603657,-0.9033203,0.020507812,0.119140625,-6.5625,-3.65625,5.3125,0.0,0.0,0.0,69
70,70.0,1695553603697,-0.9423828,0.037109375,0.17871094,-1.9375,-9.15625,-0.1875,0.0,0.0,0.0,70
71,71.0,1695553603737,-0.9560547,0.0126953125,0.15722656,3.21875,-8.78125,-6.65625,0.0,0.0,0.0,71
72,72.0,1695553603777,-0.92578125,0.018554688,0.17382812,8.625,6.78125,-9.71875,0.0,0.0,0.0,72
73,73.0,1695553603817,-1.2128906,0.0234375,0.125,0.875,27.71875,-14.53125,-100.9375,-8.375,-120.1875,73
74,74.0,1695553603857,-1.5595703,-0.061523438,0.05078125,-1.25,5.25,-3.90625,0.0,0.0,0.0,74
75,75.0,1695553603897,-1.4257812,-0.048828125,0.10253906,-6.875,11.65625,0.5625,0.0,0.0,0.0,75
76,76.0,1695553603937,-1.0761719,0.016601562,-0.015625,26.40625,8.0,-0.25,0.0,0.0,0.0,76
77,77.0,1695553603977,-0.89453125,-0.044921875,-0.15527344,36.46875,27.09375,-16.375,0.0,0.0,0.0,77
78,78.0,1695553604017,-0.96972656,-0.005859375,-0.25390625,41.34375,35.53125,-15.6875,0.0,0.0,0.0,78
79,79.0,1695553604057,-1.09375,0.025390625,-0.24609375,20.28125,37.3125,-21.0,0.0,0.0,0.0,79
80,80.0,1695553604097,-0.9550781,-0.001953125,-0.18066406,4.375,19.96875,-21.5625,0.0,0.0,0.0,80
81,81.0,1695553604137,-0.8515625,-0.041015625,-0.19628906,-7.96875,21.6875,-29.0,0.0,0.0,0.0,81
82,82.0,1695553604177,-0.82421875,-0.0126953125,-0.15820312,-19.0625,29.0,-34.84375,0.0,0.0,0.0,82
83,83.0,1695553604217,-0.8105469,-0.12988281,-0.16210938,-22.8125,35.84375,-34.375,0.0,0.0,0.0,83
84,84.0,1695553604257,-0.7988281,-0.2109375,-0.18359375,-13.53125,42.0,-34.4375,0.0,0.0,0.0,84
85,85.0,1695553604297,-0.84765625,-0.18066406,-0.20214844,1.375,42.3125,-33.875,-93.75,-15.6875,-129.5,85
86,86.0,1695553604337,-0.90527344,-0.12988281,-0.18066406,10.15625,36.3125,-30.65625,0.0,0.0,0.0,86
87,87.0,1695553604377,-0.9121094,-0.16308594,-0.21484375,5.15625,23.5625,-23.3125,0.0,0.0,0.0,87
88,88.0,1695553604417,-0.93359375,-0.17871094,-0.21777344,2.90625,16.59375,-15.5625,0.0,0.0,0.0,88
89,89.0,1695553604457,-0.9296875,-0.22949219,-0.18945312,-1.4375,14.03125,-6.40625,0.0,0.0,0.0,89
90,90.0,1695553604497,-0.93847656,-0.27246094,-0.16894531,-3.8125,4.34375,-2.0625,0.0,0.0,0.0,90
91,91.0,1695553604537,-0.8964844,-0.29492188,-0.171875,0.75,0.375,1.21875,0.0,0.0,0.0,91
92,92.0,1695553604577,-0.94433594,-0.3076172,-0.22558594,5.40625,7.375,6.15625,0.0,0.0,0.0,92
93,93.0,1695553604617,-1.0322266,-0.30566406,-0.25390625,3.8125,9.34375,5.3125,0.0,0.0,0.0,93
94,94.0,1695553604657,-1.0966797,-0.2841797,-0.27148438,-2.40625,6.0625,-3.125,0.0,0.0,0.0,94
95,95.0,1695553604697,-1.1992188,-0.40429688,-0.3701172,-1.75,5.25,-8.4375,0.0,0.0,0.0,95
96,96.0,1695553604737,-1.3408203,-0.36328125,-0.45410156,8.6875,16.1875,-8.90625,0.0,0.0,0.0,96
97,97.0,1695553604777,-1.2060547,-0.14941406,-0.4169922,12.84375,-3.28125,-2.5625,0.0,0.0,0.0,97
98,98.0,1695553604817,-1.0458984,-0.030273438,-0.37109375,10.96875,-21.125,8.65625,-87.3125,-15.125,-128.4375,98
99,99.0,1695553604857,-1.0664062,-0.0390625,-0.35839844,17.78125,-56.625,22.34375,0.0,0.0,0.0,99
100,100.0,1695553604897,-0.94921875,-0.099609375,-0.30078125,12.59375,-66.78125,29.46875,0.0,0.0,0.0,100
101,101.0,1695553604937,-0.8847656,-0.057617188,-0.20898438,1.1875,-81.90625,17.5625,0.0,0.0,0.0,101
102,102.0,1695553604977,-1.0351562,-0.13378906,-0.14941406,12.59375,-86.0,21.375,0.0,0.0,0.0,102
103,103.0,1695553605017,-0.9921875,-0.17871094,-0.125,15.96875,-76.21875,31.90625,0.0,0.0,0.0,103
104,104.0,1695553605057,-0.87402344,-0.06542969,-0.045898438,4.96875,-63.21875,43.625,0.0,0.0,0.0,104
105,105.0,1695553605097,-0.78808594,-0.0068359375,0.02734375,-17.1875,-30.5,50.71875,0.0,0.0,0.0,105
106,106.0,1695553605137,-0.74316406,-0.051757812,0.036132812,-28.53125,-9.15625,51.6875,0.0,0.0,0.0,106
107,107.0,1695553605177,-0.7636719,-0.044921875,0.07324219,-33.28125,5.9375,44.0625,0.0,0.0,0.0,107
108,108.0,1695553605217,-0.7832031,0.001953125,0.09472656,-23.34375,3.4375,31.0625,0.0,0.0,0.0,108
109,109.0,1695553605257,-0.81640625,0.051757812,0.119140625,-12.53125,2.1875,16.40625,0.0,0.0,0.0,109
110,110.0,1695553605297,-0.90625,0.017578125,0.14941406,-8.40625,-2.125,2.9375,-100.5,-4.0,-117.625,110
111,111.0,1695553605337,-0.8642578,0.009765625,0.15429688,-4.59375,-1.46875,-1.90625,0.0,0.0,0.0,111
112,112.0,1695553605377,-0.92578125,0.016601562,0.16210938,1.625,3.4375,-2.25,0.0,0.0,0.0,112
113,113.0,1695553605417,-0.9814453,0.038085938,0.21679688,3.625,13.625,-7.5625,0.0,0.0,0.0,113
114,114.0,1695553605457,-1.296875,-0.0859375,0.08203125,-1.8125,25.46875,-12.46875,0.0,0.0,0.0,114
115,115.0,1695553605497,-1.6162109,-0.09863281,-0.0087890625,1.1875,-2.125,-1.96875,0.0,0.0,0.0,115
116,116.0,1695553605537,-1.4208984,0.0390625,0.123046875,-14.4375,36.125,26.59375,0.0,0.0,0.0,116
117,117.0,1695553605577,-0.96875,0.061523438,-0.017578125,19.1875,-1.28125,1.09375,0.0,0.0,0.0,117
118,118.0,1695553605617,-0.9326172,-0.047851562,-0.14550781,20.78125,35.46875,-20.75,0.0,0.0,0.0,118
119,119.0,1695553605657,-0.95996094,0.052734375,-0.25195312,27.3125,37.0625,-19.84375,0.0,0.0,0.0,119
120,120.0,1695553605697,-1.1005859,0.009765625,-0.25683594,7.65625,40.15625,-22.03125,0.0,0.0,0.0,120
121,121.0,1695553605737,-0.9511719,-0.033203125,-0.19921875,4.84375,21.375,-22.15625,0.0,0.0,0.0,121
122,122.0,1695553605777,-0.890625,-0.03125,-0.20507812,-7.53125,23.9375,-29.78125,0.0,0.0,0.0,122
123,123.0,1695553605817,-0.82421875,0.021484375,-0.16503906,-22.0625,30.71875,-37.125,-95.125,-4.625,-122.625,123
124,124.0,1695553605857,-0.76953125,-0.060546875,-0.1953125,-32.0,37.3125,-37.0625,0.0,0.0,0.0,124
125,125.0,1695553605897,-0.796875,-0.15820312,-0.19042969,-25.65625,41.4375,-38.9375,0.0,0.0,0.0,125
126,126.0,1695553605937,-0.8613281,-0.16699219,-0.19238281,-15.34375,37.65625,-37.40625,0.0,0.0,0.0,126
127,127.0,1695553605977,-0.9111328,-0.15136719,-0.20507812,-7.96875,32.15625,-33.375,0.0,0.0,0.0,127
128,128.0,1695553606017,-0.9140625,-0.16308594,-0.21875,-8.8125,18.8125,-27.53125,0.0,0.0,0.0,128
129,129.0,1695553606057,-0.91308594,-0.22363281,-0.21972656,-8.09375,12.9375,-17.8125,0.0,0.0,0.0,129
130,130.0,1695553606097,-0.95410156,-0.25683594,-0.15429688,-5.875,10.5625,-11.53125,0.0,0.0,0.0,130
131,131.0,1695553606137,-0.93847656,-0.28320312,-0.17089844,-1.75,1.21875,-2.8125,0.0,0.0,0.0,131
132,132.0,1695553606177,-0.9296875,-0.32714844,-0.20117188,3.375,4.28125,2.4375,0.0,0.0,0.0,132
133,133.0,1695553606217,-1.03125,-0.3125,-0.22167969,5.28125,7.8125,3.59375,0.0,0.0,0.0,133
134,134.0,1695553606257,-1.125,-0.31054688,-0.29882812,-2.84375,5.1875,-4.53125,0.0,0.0,0.0,134
135,135.0,1695553606297,-1.2128906,-0.33789062,-0.43066406,0.59375,2.09375,-13.625,-88.0625,-8.5,-126.625,135
136,136.0,1695553606337,-1.2675781,-0.28125,-0.4638672,7.53125,11.34375,-15.5625,0.0,0.0,0.0,136
137,137.0,1695553606377,-1.2060547,-0.13769531,-0.41015625,9.0625,-8.28125,-10.625,0.0,0.0,0.0,137
138,138.0,1695553606417,-1.1015625,-0.030273438,-0.45410156,9.3125,-31.1875,14.9375,0.0,0.0,0.0,138
139,139.0,1695553606457,-1.078125,-0.043945312,-0.37109375,9.5,-68.28125,33.9375,0.0,0.0,0.0,139
140,140.0,1695553606497,-0.9082031,-0.0703125,-0.22851562,-12.3125,-76.09375,26.3125,0.0,0.0,0.0,140
141,141.0,1695553606537,-0.93847656,-0.11230469,-0.13574219,-0.75,-91.96875,18.84375,0.0,0.0,0.0,141
142,142.0,1695553606577,-1.0068359,-0.20703125,-0.119140625,12.90625,-87.46875,22.75,0.0,0.0,0.0,142
143,143.0,1695553606617,-0.9794922,-0.10449219,-0.087890625,9.3125,-69.875,34.96875,0.0,0.0,0.0,143
144,144.0,1695553606657,-0.9111328,-0.005859375,-0.051757812,-8.75,-43.8125,46.875,0.0,0.0,0.0,144
145,145.0,1695553606697,-0.8535156,-0.061523438,-0.0126953125,-30.5,-13.3125,55.65625,0.0,0.0,0.0,145
146,146.0,1695553606737,-0.7109375,-0.0546875,0.02734375,-37.875,13.25,54.125,0.0,0.0,0.0,146
147,147.0,1695553606777,-0.7421875,-0.032226562,0.076171875,-36.09375,23.125,41.6875,0.0,0.0,0.0,147
148,148.0,1695553606817,-0.8183594,0.0068359375,0.08300781,-13.28125,5.25,25.375,-95.875,3.3125,-117.625,148
149,149.0,1695553606857,-0.7753906,0.036132812,0.10546875,-1.9375,-7.8125,17.09375,0.0,0.0,0.0,149
150,150.0,1695553606897,-0.8378906,0.06933594,0.13574219,1.4375,-6.40625,7.9375,0.0,0.0,0.0,150
151,151.0,1695553606937,-0.9199219,0.068359375,0.11816406,-3.9375,-0.3125,1.59375,0.0,0.0,0.0,151
152,152.0,1695553606977,-1.0761719,0.068359375,0.09472656,-13.8125,8.3125,-6.84375,0.0,0.0,0.0,152
153,153.0,1695553607017,-1.4121094,0.0068359375,0.021484375,-39.34375,30.65625,-0.0625,0.0,0.0,0.0,153
154,154.0,1695553607057,-1.3203125,-0.036132812,0.040039062,-54.34375,12.875,-4.28125,0.0,0.0,0.0,154
155,155.0,1695553607097,-1.2509766,0.11621094,0.015625,-13.21875,17.09375,12.5,0.0,0.0,0.0,155
156,156.0,1695553607137,-1.0898438,0.087890625,-0.053710938,-14.0,21.4375,-12.46875,0.0,0.0,0.0,156
157,157.0,1695553607177,-1.0341797,0.034179688,-0.15136719,-4.5,33.9375,-23.625,0.0,0.0,0.0,157
158,158.0,1695553607217,-0.98535156,0.0107421875,-0.26660156,-3.5,29.59375,-27.15625,0.0,0.0,0.0,158
159,159.0,1695553607257,-1.0185547,0.016601562,-0.26464844,-7.21875,25.625,-27.71875,0.0,0.0,0.0,159
160,160.0,1695553607297,-0.9707031,-0.0546875,-0.2529297,-16.09375,26.5625,-28.5625,-92.5625,5.125,-123.625,160
161,161.0,1695553607337,-0.9091797,-0.018554688,-0.15722656,-27.25,28.6875,-33.6875,0.0,0.0,0.0,161
162,162.0,1695553607377,-0.85546875,-0.06347656,-0.14257812,-35.5,25.09375,-39.375,0.0,0.0,0.0,162
163,163.0,1695553607417,-0.8330078,-0.18261719,-0.17675781,-28.96875,21.5,-41.125,0.0,0.0,0.0,163
164,164.0,1695553607457,-0.80859375,-0.21386719,-0.19824219,-20.65625,28.5,-42.40625,0.0,0.0,0.0,164
165,165.0,1695553607497,-0.84765625,-0.13183594,-0.19140625,-15.15625,36.875,-41.75,0.0,0.0,0.0,165
166,166.0,1695553607537,-0.90722656,-0.10449219,-0.15820312,-17.25,28.4375,-39.84375,0.0,0.0,0.0,166
167,167.0,1695553607577,-0.89453125,-0.18554688,-0.22363281,-21.8125,13.375,-33.4375,0.0,0.0,0.0,167
168,168.0,1695553607617,-0.90625,-0.24902344,-0.20996094,-21.9375,7.625,-23.375,0.0,0.0,0.0,168
169,169.0,1695553607657,-0.88378906,-0.26953125,-0.21191406,-21.46875,4.78125,-18.5,0.0,0.0,0.0,169
170,170.0,1695553607697,-0.93359375,-0.2919922,-0.22949219,-17.78125,2.625,-9.46875,0.0,0.0,0.0,170
171,171.0,1695553607737,-0.94921875,-0.30273438,-0.22167969,-19.8125,4.71875,-2.75,0.0,0.0,0.0,171
172,172.0,1695553607777,-0.9628906,-0.37109375,-0.19824219,-15.71875,3.90625,5.0,0.0,0.0,0.0,172
173,173.0,1695553607817,-1.0986328,-0.36816406,-0.29589844,-7.53125,12.34375,9.46875,-82.1875,-1.1875,-129.0625,173
174,174.0,1695553607857,-1.3193359,-0.34570312,-0.44921875,-8.40625,-0.71875,3.84375,0.0,0.0,0.0,174
175,175.0,1695553607897,-1.3134766,-0.26953125,-0.5566406,-1.875,-3.90625,-5.75,0.0,0.0,0.0,175
176,176.0,1695553607937,-1.2480469,-0.0859375,-0.37695312,8.21875,-24.90625,-5.125,0.0,0.0,0.0,176
177,177.0,1695553607977,-1.0429688,-0.072265625,-0.35351562,5.34375,-62.75,16.28125,0.0,0.0,0.0,177
178,178.0,1695553608017,-0.8720703,-0.0048828125,-0.31347656,-11.25,-73.46875,24.15625,0.0,0.0,0.0,178
179,179.0,1695553608057,-0.9091797,-0.015625,-0.19824219,-12.40625,-88.625,12.5625,0.0,0.0,0.0,179
180,180.0,1695553608097,-1.1064453,-0.17089844,-0.15039062,-4.0625,-101.5625,16.78125,0.0,0.0,0.0,180
181,181.0,1695553608137,-1.0546875,-0.15234375,-0.13476562,-19.1875,-81.0,29.125,0.0,0.0,0.0,181
182,182.0,1695553608177,-0.9550781,-0.03515625,-0.08105469,-43.3125,-59.9375,37.46875,0.0,0.0,0.0,182
183,183.0,1695553608217,-0.94628906,-0.11816406,0.020507812,-62.78125,-15.0,52.375,0.0,0.0,0.0,183
184,184.0,1695553608257,-0.78027344,-0.15429688,0.034179688,-79.75,33.5,55.59375,0.0,0.0,0.0,184
185,185.0,1695553608297,-0.6923828,-0.02734375,-0.0009765625,-62.78125,53.71875,56.46875,-92.125,6.3125,-118.6875,185
186,186.0,1695553608337,-0.6591797,0.0126953125,0.07519531,-45.1875,43.09375,42.78125,0.0,0.0,0.0,186
187,187.0,1695553608377,-0.6826172,0.045898438,0.01171875,-22.4375,-0.0625,25.09375,0.0,0.0,0.0,187
188,188.0,1695553608417,-0.7236328,0.12597656,0.03125,-20.96875,-10.3125,10.5,0.0,0.0,0.0,188
189,189.0,1695553608457,-0.7910156,0.09472656,0.0126953125,-24.5,-22.75,-10.1875,0.0,0.0,0.0,189
190,190.0,1695553608497,-0.8251953,0.057617188,0.0146484375,-29.6875,-16.65625,-18.875,0.0,0.0,0.0,190
191,191.0,1695553608537,-1.0439453,0.025390625,0.0859375,-40.125,-2.5625,-19.84375,0.0,0.0,0.0,191
192,192.0,1695553608577,-1.1191406,-0.043945312,0.14648438,-43.96875,1.21875,-11.28125,0.0,0.0,0.0,192
193,193.0,1695553608617,-1.1630859,-0.20996094,0.23632812,-30.5,15.6875,-8.0,0.0,0.0,0.0,193
194,194.0,1695553608657,-1.0068359,-0.038085938,-0.15136719,-33.78125,-57.625,21.71875,0.0,0.0,0.0,194
195,195.0,1695553608697,-0.8964844,-0.04296875,-0.0859375,-38.96875,-58.34375,21.78125,0.0,0.0,0.0,195
196,196.0,1695553608737,-0.85546875,-0.05859375,-0.037109375,-33.90625,-31.6875,29.84375,0.0,0.0,0.0,196
197,197.0,1695553608777,-0.7402344,-0.07519531,-0.0078125,-27.625,-5.4375,45.09375,0.0,0.0,0.0,197
198,198.0,1695553608817,-0.6777344,-0.01171875,0.0146484375,-12.40625,16.96875,47.0,0.0,0.0,0.0,198
199,199.0,1695553608857,-0.8652344,0.08496094,0.0390625,10.59375,-5.78125,36.8125,0.0,0.0,0.0,199
200,200.0,1695553608897,-0.84277344,0.12597656,0.037109375,8.34375,-8.40625,23.375,0.0,0.0,0.0,200
201,201.0,1695553608937,-0.86816406,0.059570312,0.10058594,1.5625,-8.90625,1.71875,0.0,0.0,0.0,201
202,202.0,1695553608977,-0.9033203,0.041992188,0.053710938,11.6875,-19.65625,-6.96875,0.0,0.0,0.0,202
203,203.0,1695553609017,-0.9609375,0.0234375,0.10546875,20.34375,-10.90625,-8.0625,0.0,0.0,0.0,203
204,204.0,1695553609057,-1.2041016,-0.030273438,0.032226562,10.46875,6.96875,-9.84375,-95.875,-24.6875,-99.0625,204
205,205.0,1695553609097,-1.3339844,0.03125,-0.140625,8.6875,4.9375,-8.71875,0.0,0.0,0.0,205
206,206.0,1695553609137,-1.5087891,0.14453125,-0.0068359375,-8.09375,19.78125,3.15625,0.0,0.0,0.0,206
207,207.0,1695553609177,-0.9736328,0.1171875,-0.059570312,1.875,11.84375,0.375,0.0,0.0,0.0,207
208,208.0,1695553609217,-0.9160156,0.026367188,-0.15527344,9.90625,25.53125,-29.84375,0.0,0.0,0.0,208
209,209.0,1695553609257,-1.0478516,-0.038085938,-0.25097656,18.84375,21.0,-27.84375,0.0,0.0,0.0,209
210,210.0,1695553609297,-1.0332031,0.00390625,-0.28027344,8.5,23.1875,-24.59375,0.0,0.0,0.0,210
211,211.0,1695553609337,-0.87890625,-0.0146484375,-0.203125,2.65625,23.8125,-21.96875,0.0,0.0,0.0,211
212,212.0,1695553609377,-0.84472656,-0.033203125,-0.19238281,-8.875,37.34375,-32.71875,0.0,0.0,0.0,212
213,213.0,1695553609417,-0.8457031,-0.016601562,-0.19238281,-19.9375,38.53125,-35.46875,0.0,0.0,0.0,213
214,214.0,1695553609457,-0.8359375,-0.072265625,-0.18359375,-25.71875,37.46875,-32.21875,0.0,0.0,0.0,214
215,215.0,1695553609497,-0.7753906,-0.14550781,-0.23925781,-23.78125,35.40625,-32.40625,0.0,0.0,0.0,215
216,216.0,1695553609537,-0.8251953,-0.15039062,-0.24804688,-10.96875,36.5625,-30.9375,0.0,0.0,0.0,216
217,217.0,1695553609577,-0.9423828,-0.13476562,-0.23339844,-7.34375,33.15625,-26.96875,-88.0625,-34.0,-105.9375,217
218,218.0,1695553609617,-0.93847656,-0.16308594,-0.2421875,-13.15625,14.40625,-24.21875,0.0,0.0,0.0,218
219,219.0,1695553609657,-0.9316406,-0.24902344,-0.22558594,-13.8125,3.375,-17.75,0.0,0.0,0.0,219
220,220.0,1695553609697,-0.9501953,-0.28515625,-0.17480469,-10.34375,3.53125,-12.8125,0.0,0.0,0.0,220
221,221.0,1695553609737,-0.9267578,-0.29003906,-0.16796875,-6.9375,1.84375,-5.75,0.0,0.0,0.0,221
